"","Nationals","Liberals","Labor"
"son",0,0,1
"sophist",0,0,1
"soprano",0,0,2
"sorri",0,0,2
"soul",0,0,1
"soulan",0,0,1
"southeast",0,0,1
"southsid",0,0,1
"spain",0,0,1
"spar",0,0,1
"spe",0,0,1
"speci",0,0,1
"specialis",0,0,1
"spee",0,0,1
"speer",0,0,3
"speers",0,0,1
"spitfir",0,0,1
"sponsor",0,0,1
"spoon",0,0,1
"sportswomen",0,0,1
"spot",0,0,1
"spruke",0,0,2
"squa",0,0,1
"squabbl",0,0,1
"squander",0,0,1
"squigglyrick",0,0,5
"srpeatl",0,0,6
"srs",0,0,1
"srss",0,0,1
"sspencer",0,0,3
"sta",0,0,2
"stabl",0,0,3
"staf",0,0,1
"staffosez",0,0,2
"stagnant",0,0,1
"stake",0,0,1
"stalwart",0,0,1
"standard",0,0,3
"standstil",0,0,1
"starsau",0,0,1
"starsfound",0,0,1
"statist",0,0,1
"status",0,0,2
"stay",0,0,3
"steam",0,0,2
"steelmak",0,0,1
"stemplemanmp",0,0,1
"stephaniiimedia",0,0,1
"stephenjonesmp",0,0,5
"stephryannat",0,0,7
"sterl",0,0,1
"stethosco",0,0,1
"steve",0,0,2
"steveaustinabc",0,0,3
"stevegeorgana",0,0,1
"steventhoma",0,0,1
"sth",0,0,1
"stieglitz",0,0,1
"stiglitz",0,0,19
"stiglitzian",0,0,5
"stillborn",0,0,1
"stimulus",0,0,1
"stock",0,0,2
"stockland",0,0,1
"stoke",0,0,2
"stone",0,0,2
"stopthetraffika",0,0,1
"storag",0,0,1
"stra",0,0,1
"straight",0,0,2
"strategi",0,0,1
"stream",0,0,1
"strive",0,0,1
"strolla",0,0,1
"struggl",0,0,1
"studi",0,0,2
"stuff",0,0,3
"stumbl",0,0,1
"stupid",0,0,1
"subcontin",0,0,2
"subeditor",0,0,1
"sublim",0,0,1
"submit",0,0,1
"subsid",0,0,1
"substanc",0,0,1
"suburb",0,0,2
"suburban",0,0,1
"suck",0,0,1
"sue",0,0,2
"suffer",0,0,4
"suggest",0,0,6
"sum",0,0,2
"summari",0,0,4
"summaris",0,0,1
"sun",0,0,1
"superan",0,0,1
"superstar",0,0,1
"supp",0,0,1
"suppli",0,0,2
"suppos",0,0,2
"suppress",0,0,3
"suprem",0,0,1
"surfac",0,0,1
"surp",0,0,1
"swarmfarm",0,0,1
"sweep",0,0,1
"sweet",0,0,2
"swim",0,0,1
"swimsuit",0,0,1
"swing",0,0,1
"syd",0,0,2
"sydneygrrl",0,0,1
"sydneypeac",0,0,2
"sydneypeacepr",0,0,2
"sydneyuni",0,0,1
"sydpeacefound",0,0,3
"sympathi",0,0,1
"syria",0,0,1
"tafe",0,0,7
"taiwanes",0,0,1
"taji",0,0,1
"takehom",0,0,1
"talen",0,0,1
"tanpenn",0,0,1
"tanya",0,0,1
"tanyaplibersek",0,0,20
"tasman",0,0,1
"tasmanian",0,0,6
"tasmanianlabor",0,0,1
"taxa",0,0,1
"taxabl",0,0,7
"taxshelt",0,0,1
"tbt",0,0,1
"tea",0,0,1
"teachersf",0,0,2
"techniqu",0,0,1
"teet",0,0,1
"tel",0,0,1
"temoraavi",0,0,1
"temper",0,0,3
"temporari",0,0,1
"tenni",0,0,1
"tenth",0,0,2
"terenc",0,0,1
"terrimbutl",0,0,1
"territoryfm",0,0,1
"tfswebb",0,0,1
"thankstim",0,0,2
"thatll",0,0,1
"theadvocateta",0,0,1
"theag",0,0,1
"theaigroup",0,0,1
"theausinstitut",0,0,9
"thebbytheatr",0,0,1
"theft",0,0,3
"thegoldencarrt",0,0,1
"themandarinau",0,0,1
"thematilda",0,0,2
"theme",0,0,1
"thenceo",0,0,1
"theoddcoupl",0,0,1
"theori",0,0,1
"theplumlineg",0,0,2
"theqcu",0,0,2
"theresa",0,0,2
"therevmountain",0,0,1
"thesonicyouth",0,0,2
"thesubst",0,0,1
"theunsil",0,0,1
"theyll",0,0,4
"theyouami",0,0,2
"theyr",0,0,5
"thinkingand",0,0,1
"thirroul",0,0,1
"thisif",0,0,1
"thisin",0,0,1
"thisislabor",0,0,2
"thompsonsquar",0,0,1
"thornburi",0,0,1
"thornli",0,0,1
"thorou",0,0,1
"though",0,0,6
"thous",0,0,1
"thread",0,0,5
"threat",0,0,3
"threaten",0,0,2
"threshold",0,0,1
"throughout",0,0,1
"throw",0,0,3
"throwback",0,0,1
"throwbackthursday",0,0,1
"thx",0,0,1
"tick",0,0,1
"ticket",0,0,1
"tidiest",0,0,1
"tig",0,0,1
"tige",0,0,1
"tiger",0,0,1
"til",0,0,1
"tile",0,0,1
"timbeshara",0,0,4
"timbullmp",0,0,3
"timcahil",0,0,1
"timeforthewest",0,0,1
"timelin",0,0,1
"timhollo",0,0,2
"timmi",0,0,1
"timpalla",0,0,1
"timsout",0,0,5
"timwattsmp",0,0,15
"tio",0,0,1
"tire",0,0,2
"titl",0,0,1
"tkoutsantonismp",0,0,3
"tmi",0,0,1
"tms",0,0,1
"toad",0,0,1
"toda",0,0,1
"todat",0,0,1
"toddler",0,0,1
"tog",0,0,1
"tom",0,0,2
"tomato",0,0,1
"tomcballard",0,0,1
"tommyballantyn",0,0,1
"tomor",0,0,1
"tomwatson",0,0,1
"tomwestland",0,0,2
"tonyburk",0,0,4
"tonyhwindsor",0,0,2
"toryshepherd",0,0,2
"tourismaus",0,0,2
"townsvil",0,0,1
"toy",0,0,1
"traceyhayesnt",0,0,1
"tragic",0,0,5
"transfer",0,0,3
"transpar",0,0,2
"trap",0,0,1
"trauma",0,0,1
"traumatis",0,0,1
"travel",0,0,3
"tray",0,0,1
"treason",0,0,1
"treasuri",0,0,2
"tree",0,0,4
"treehous",0,0,1
"trentymc",0,0,2
"trevor",0,0,1
"tribun",0,0,1
"trickl",0,0,1
"trickledown",0,0,1
"troop",0,0,1
"trophi",0,0,2
"troubl",0,0,1
"troybramston",0,0,1
"trump",0,0,12
"trumpif",0,0,2
"truth",0,0,16
"tryhard",0,0,1
"tshirt",0,0,5
"tsventerpris",0,0,2
"ttoiquot",0,0,1
"turner",0,0,1
"turnout",0,0,3
"tweddl",0,0,2
"tweddleaus",0,0,2
"tweet",0,0,8
"twice",0,0,1
"twitter",0,0,2
"twoparti",0,0,1
"twothird",0,0,3
"twotrib",0,0,1
"uighur",0,0,1
"ulyss",0,0,1
"umpir",0,0,1
"unabl",0,0,1
"unapp",0,0,1
"unauthoris",0,0,1
"unbeliev",0,0,2
"uncertainti",0,0,1
"und",0,0,1
"underachiev",0,0,1
"undercurr",0,0,1
"underm",0,0,1
"underpass",0,0,1
"understood",0,0,1
"unesco",0,0,1
"unex",0,0,1
"unfett",0,0,1
"unfit",0,0,1
"uni",0,0,2
"uniaus",0,0,1
"uninterest",0,0,1
"unionist",0,0,3
"unionproudcwood",0,0,2
"unionsaustralia",0,0,2
"uniq",0,0,1
"unitedvoiceecec",0,0,1
"unitedvoiceqld",0,0,1
"uniti",0,0,7
"universiti",0,0,1
"unless",0,0,1
"unlik",0,0,1
"unprim",0,0,1
"unravel",0,0,1
"unsaf",0,0,1
"unstabl",0,0,1
"unsustain",0,0,1
"unsw",0,0,1
"unswscienc",0,0,1
"upcom",0,0,4
"updat",0,0,3
"upon",0,0,1
"upper",0,0,2
"urban",0,0,1
"urgent",0,0,1
"uruguay",0,0,2
"usa",0,0,5
"usguatemala",0,0,2
"ussc",0,0,1
"utilis",0,0,1
"utsengag",0,0,1
"utter",0,0,3
"valuabl",0,0,1
"vanbadham",0,0,2
"vandal",0,0,1
"vanonselenp",0,0,4
"venal",0,0,1
"venu",0,0,1
"verityfirth",0,0,1
"version",0,0,1
"veto",0,0,1
"viabl",0,0,1
"vicepresid",0,0,1
"vickiwardmp",0,0,1
"vicrollison",0,0,1
"vict",0,0,1
"victoriangreen",0,0,1
"victorianlabor",0,0,6
"victorybal",0,0,1
"view",0,0,13
"vineyard",0,0,1
"vinyl",0,0,2
"vio",0,0,1
"vip",0,0,1
"visa",0,0,5
"visionari",0,0,2
"vito",0,0,1
"vol",0,0,1
"vpphilip",0,0,2
"waist",0,0,1
"waitwhat",0,0,1
"wake",0,0,1
"walabor",0,0,2
"walkhighlight",0,0,5
"wall",0,0,1
"walley",0,0,1
"walmart",0,0,3
"walton",0,0,2
"wangi",0,0,1
"wanna",0,0,1
"wapol",0,0,1
"wardel",0,0,1
"warinthefutur",0,0,1
"washington",0,0,2
"wasnt",0,0,2
"waterg",0,0,1
"watson",0,0,4
"wciginc",0,0,1
"wdillycouncil",0,0,1
"weak",0,0,1
"wealth",0,0,1
"wealthiest",0,0,2
"wear",0,0,4
"weasel",0,0,1
"weather",0,0,2
"websit",0,0,1
"wednesday",0,0,1
"wee",0,0,1
"weep",0,0,1
"weflyason",0,0,1
"weigh",0,0,1
"welfar",0,0,1
"wellb",0,0,1
"weller",0,0,1
"wentworth",0,0,1
"westaustralia",0,0,1
"westernaustralia",0,0,3
"westfield",0,0,1
"wgood",0,0,1
"whatsapp",0,0,1
"whe",0,0,1
"wheelchair",0,0,1
"wheelchairaccess",0,0,1
"whenev",0,0,1
"whil",0,0,1
"whim",0,0,1
"whipper",0,0,1
"white",0,0,2
"whoever",0,0,1
"whopolitician",0,0,2
"wicket",0,0,1
"wilanderson",0,0,1
"wildflow",0,0,1
"wili",0,0,1
"william",0,0,1
"willing",0,0,2
"wilstrack",0,0,1
"wing",0,0,1
"winwinwin",0,0,1
"wireless",0,0,1
"wisdom",0,0,2
"wise",0,0,1
"withdraw",0,0,1
"withdrawn",0,0,1
"withmeaa",0,0,2
"woah",0,0,1
"woe",0,0,1
"wolf",0,0,1
"womeninsport",0,0,1
"wonkish",0,0,1
"woo",0,0,1
"woodsid",0,0,1
"woolner",0,0,1
"wore",0,0,1
"workmanalic",0,0,2
"worksit",0,0,1
"worldchildrensday",0,0,1
"worn",0,0,1
"wors",0,0,6
"worthi",0,0,1
"worthwhil",0,0,1
"wou",0,0,1
"wound",0,0,2
"wow",0,0,2
"wrapp",0,0,1
"writer",0,0,1
"written",0,0,15
"wrote",0,0,4
"wurundjeri",0,0,1
"wwf",0,0,1
"wwii",0,0,1
"wynyard",0,0,1
"xavier",0,0,1
"yacht",0,0,1
"yaleclimatecomm",0,0,2
"yan",0,0,1
"yang",0,0,1
"yar",0,0,1
"yarra",0,0,1
"yasminpool",0,0,1
"yeah",0,0,1
"yean",0,0,1
"yearsago",0,0,1
"yesilyurt",0,0,1
"youll",0,0,5
"younger",0,0,1
"zeynep",0,0,1
"zionist",0,0,1
